ensembl_gene_id	external_gene_name	chromosome_name	start_position	end_position	strand	CNSvsS2.logFC	CNSvsS2.adjPValue	CNSvsBG3.logFC	CNSvsBG3.adjPValue	BG3vsS2.logFC	BG3vsS2.adjPValue
FBgn0040397	CG3655	X	1073041	1134896	-1	0.643745313005725	0.0825356447743957	-1.81922695725665	0.000293000281308461	2.46297227026237	0.000341703514688608
FBgn0026143	CDC45L	X	1028291	1030556	-1	1.01453967711003	0.00193796545216088	0.370185889047271	0.149230005308661	0.64435378806276	0.0533147862067018
FBgn0040351	CG11638	X	1013984	1026703	-1	4.66201454731368	1.82820572549846e-06	3.16777933913146	1.65818123066364e-05	1.49423520818222	0.0233179600070074
FBgn0040349	CG3699	X	946662	947500	-1	2.34381193453476	0.445254797389001	-7.45407252481778	6.93010461651788e-05	9.79788445935254	0.000644649614226125
FBgn0040348	CG3703	X	942474	945773	-1	3.47741885041238	1.027455759991e-06	1.35878001367796	0.000339177499698669	2.11863883673442	0.000124886545025435
FBgn0040346	CG3704	X	939170	940805	-1	1.23035514898737	0.000290177508812331	0.0270656817221253	0.909900821780364	1.20328946726525	0.00161684677377195
FBgn0040342	CG3706	X	930931	932475	-1	0.902118378710062	0.0770367505768552	-0.316607737121526	0.497114204293894	1.21872611583159	0.0685412781847936
FBgn0040364	CG11378	X	1170828	1173797	1	-2.32315555105542	0.00121555510174161	1.92880249323881	0.0769149219515392	-4.25195804429423	0.00194045262085743
FBgn0040367	CG11382	X	1209970	1211853	1	3.00055101091255	0.00106290822733005	3.1018803614144	0.00176874820597648	-0.101329350501852	0.957694393917824
FBgn0025642	CG32812	X	1287290	1288945	1	-3.75015119224551	1.31946502540816e-05	-4.00709952353919	1.23359135358057e-05	0.256948331293685	0.621679545643641
FBgn0004650	fs(1)N	X	1322513	1329438	1	-5.4032924055	5.53033476490957e-06	-6.04155191871771	3.28447925036586e-06	0.638259513217712	0.198471334454171
FBgn0024362	Naa30A	X	1342106	1344770	1	0.685755709101367	0.00732416912114803	-0.682441770093527	0.00692276791388851	1.36819747919489	0.000571517681576951
FBgn0024361	Tsp2A	X	1346553	1348143	1	-0.276373176004537	0.503801890039547	1.52379328570714	0.015247565022315	-1.80016646171168	0.0166460118369071
FBgn0024364	CG11417	X	1354014	1356473	1	0.209419665815658	0.360246747762005	0.147603326118765	0.529596885199693	0.0618163396968926	0.867194329610306
FBgn0029573	CG14770	X	1369249	1370176	1	-0.982024448839821	0.0620740219561004	2.23750893029614	0.022690614277577	-3.21953337913596	0.00649522143868494
FBgn0024987	ssx	X	1370580	1375257	1	-0.708139516230862	0.0118652282741944	-1.56382404599787	0.000104293156483596	0.855684529767011	0.0160089801406867
FBgn0023169	AMPKalpha	X	1375536	1378896	1	1.5050844009896	6.31152996616377e-05	0.523560111227648	0.0298528565407375	0.981524289761949	0.00396786213711919
FBgn0052813	CG32813	X	1380914	1392843	1	0.0670918151303964	0.767301305592567	-2.26462035711498	3.94112371462263e-06	2.33171217224538	2.66703951955873e-05
FBgn0024985	Rilpl	X	1393054	1397337	1	-0.915990731035145	0.000525927471851937	-0.815060722751487	0.00141619632599214	-0.100930008283658	0.702068871054735
FBgn0027794	Lrpprc2	X	1457175	1460617	-1	0.666878073683594	0.0213927490817602	-0.107776158463938	0.681373273252403	0.774654232147531	0.0291292495793309
FBgn0027795	CG14785	X	1455215	1457054	-1	1.58589263024794	0.000334109761031736	1.6657803720838	0.000396128934100928	-0.0798877418358641	0.877433532298097
FBgn0024986	CG3719	X	1378885	1380480	-1	1.20129061448126	0.000269016101883144	0.140367385012687	0.516832880559928	1.06092322946857	0.00269202734799801
FBgn0000826	png	X	1356488	1357601	-1	-2.80450910465044	1.87061427693693e-05	-0.781664657507246	0.0659840032261045	-2.0228444471432	0.0015493793971396
FBgn0024365	CG12773	X	1349623	1353981	-1	-0.891329526678386	0.00133005646613993	-0.713858885471583	0.00588214590941363	-0.177470641206803	0.524477507604713
FBgn0024360	MTPAP	X	1344872	1349357	-1	0.922296095468791	0.00592693769047394	-0.186075149589369	0.497437026908906	1.10837124505816	0.00788676511620429
FBgn0024366	CG11409	X	1329518	1341587	-1	-1.2210899723212	0.0477513054722057	-3.78129188510733	3.78659096477875e-05	2.56020191278613	0.00211536263546807
FBgn0025641	DAAM	X	1289713	1322362	-1	0.767306669610025	0.00618142125542676	1.43334817132122	0.000189067961438692	-0.666041501711196	0.0366549878678742
FBgn0028550	Atf3	X	1242740	1275284	-1	-0.0961193606202022	0.844608877195677	-3.16956571131583	6.79175496687857e-05	3.07344635069563	0.000646594633437465
FBgn0026876	CG11403	X	1236873	1239884	-1	0.832854031307291	0.00446273730151841	-0.480766461381578	0.0534531360385467	1.31362049268887	0.0013477894050832
FBgn0040366	CG11398	X	1211989	1215156	-1	0.682285807361941	0.0725529471918618	0.662265727707426	0.0926576980747173	0.0200200796545149	0.992415931242048
FBgn0026872	CG14777	X	1466134	1468692	1	-0.554352450452016	0.0408746545855126	-0.109613040428235	0.683646987486351	-0.444739410023782	0.182726249356005
FBgn0029580	CG14778	X	1467493	1470614	1	2.37353304361826	6.37047500305975e-05	1.55471135781017	0.00112727107755526	0.818821685808089	0.092386211370727
FBgn0025383	CG14780	X	1472522	1473727	1	-4.52647118485229	1.13902107601123e-05	-2.28710191771451	0.00486169310715039	-2.23936926713778	0.00475429316496845
FBgn0025381	rush	X	1478552	1481420	1	-3.07280356678467	1.55001293268073e-06	-1.57880009784813	0.000160429920784286	-1.49400346893654	0.00128679878043485
FBgn0025394	inc	X	1483479	1517615	1	-1.21173134457252	0.000370531586933609	-0.900665104842954	0.00294843734034824	-0.311066239729566	0.305948493935455
FBgn0000482	dor	X	1665052	1668451	1	0.247478083590171	0.269254388543876	0.0357524136676814	0.882035170400868	0.21172566992249	0.462556920597401
FBgn0001189	hfw	X	1669570	1673608	1	-1.57896229226219	1.09797835012065e-05	-1.8719199980423	4.94361565973184e-06	0.292957705780112	0.216291706950785
FBgn0029587	CG14797	X	1681566	1684891	1	3.33337297437396	0.000213747277260236	4.30913563775744	0.000171399128797395	-0.975762663383486	0.382265316309967
FBgn0024897	b6	X	1686624	1690187	1	-0.382326532804792	0.391797206415488	0.978344780186734	0.0970854459557323	-1.36067131299153	0.0603026088261646
FBgn0025391	Scgdelta	X	1735945	1754065	-1	8.90949934680672	1.56515668267725e-05	3.16980854530687	0.00034965523196321	5.73969080149985	0.00888571600361257
FBgn0023130	a6	X	1693615	1695889	-1	-0.405119087169028	0.0592819324958083	-1.24045563496424	0.000138420577324168	0.835336547795217	0.00713200034570497
FBgn0023530	CG3740	X	1668406	1669297	-1	-0.289702674130298	0.273914453554804	-1.78765692644097	6.582684853223e-05	1.49795425231068	0.00126886562472856
FBgn0025390	Mur2B	X	1523554	1668788	-1	0.578068540985516	0.256702915105494	1.79689969911745	0.0115990134506787	-1.21883115813193	0.117836160180281
FBgn0003517	sta	X	1481797	1483413	-1	-0.423615516539333	0.0212826889126782	0.664181867788537	0.0025272821921209	-1.08779738432787	0.000512448983229541
FBgn0025382	Rab27	X	1473884	1476974	-1	0.234935994488725	0.43908011219504	-0.564025599606483	0.0778191996377827	0.798961594095208	0.0521406907372218
FBgn0052808	CG32808	X	1468693	1469817	-1	2.41643692065533	0.000182243034858106	1.10483687827038	0.0157763971885729	1.31160004238495	0.0263072892409934
FBgn0027791	O-fut2	X	1464363	1465996	-1	-0.114340364595705	0.69008916858621	-0.464784248650072	0.120267935831282	0.350443884054367	0.344158162652194
FBgn0027793	CG14787	X	1460807	1461676	-1	3.21088079539954	4.12204026809904e-05	3.11201380757644	8.64816355830948e-05	0.0988669878231075	0.90414187728908
FBgn0026873	MED18	X	1865909	1866887	1	0.721059306421286	0.00266337565809116	0.282598063925005	0.146751434438801	0.438461242496282	0.0770203716766601
FBgn0023513	CG14803	X	1868870	1872408	1	-0.250854295152582	0.307641139415034	0.16740339594858	0.511761017649585	-0.418257691101161	0.192223097805449
FBgn0014411	Vps26	X	1873853	1876474	1	-1.58531159460985	6.5521073968019e-06	-1.66336848268048	6.64360381842323e-06	0.0780568880706257	0.753338319714034
FBgn0023514	CG14805	X	1877317	1879077	1	-0.170308943384787	0.432711956623029	-0.65915706726171	0.0102961594462475	0.488848123876923	0.0893439976346873
FBgn0029594	CG14806	X	1880282	1881432	1	0.526386175538374	0.0172388970386401	0.27084400892613	0.178786665687383	0.255542166612245	0.307333731663837
FBgn0023519	mRpL16	X	1890256	1891482	1	0.369941780084119	0.106764084401467	0.189714913334836	0.400413147482763	0.180226866749283	0.535856864599596
FBgn0023509	mip130	X	1908239	1920318	1	-0.497276801642823	0.0627732428694293	-1.046241148949	0.0017839213590659	0.54896434730618	0.100006914877273
FBgn0023510	Rbcn-3B	X	1908920	1916825	1	-2.91572972970085	6.39763226117982e-07	-2.90681677060692	1.04141301655473e-06	-0.00891295909392953	0.998385832645107
FBgn0023508	Ocrl	X	1922981	1927524	1	-1.10562312472735	0.000267446396816414	-0.885599595904626	0.00139166678055909	-0.220023528822729	0.408492721100804
FBgn0023522	CG11596	X	1927683	1930517	1	-0.603584027834158	0.00665680456519574	-1.33850960034473	4.75430760225911e-05	0.734925572510571	0.00900915095556361
FBgn0023521	CG3587	X	1940307	1941536	1	1.24041283577584	0.00120007826431982	0.883617523795419	0.00957038367904795	0.356795311980417	0.328764268351824
FBgn0025627	CG4194	X	2068592	2069688	1	-0.724175841565408	0.144039525207444	-2.01135243638301	0.00128341937811739	1.2871765948176	0.0408725887359099
FBgn0025630	Rtca	X	2072413	2074890	1	1.50855104564012	2.08358843742793e-05	0.158183297462462	0.393502504321108	1.35036774817766	0.000260775742268281
FBgn0025629	CG4045	X	2074795	2075900	-1	-0.193577412269196	0.286834131706515	-0.161382402867297	0.385347564778605	-0.0321950094018986	0.920326172185598
FBgn0025628	CG4199	X	2066435	2073483	-1	-2.1821023962872	3.27941472233777e-06	-2.13440663230142	5.21258595764707e-06	-0.0476957639857778	0.890971853229544
FBgn0025626	CG4281	X	2062313	2065142	-1	-0.803582423258114	0.00206392179156075	-0.590969282434791	0.0131935610048318	-0.212613140823323	0.419701350238984
FBgn0025625	Sik2	X	2055310	2061915	-1	2.90353496729728	3.02558027476089e-05	1.90342776525993	0.000485800024457807	1.00010720203735	0.0410757171590302
FBgn0025631	moody	X	2044292	2050120	-1	-3.65983449140912	9.65733616649724e-07	-3.68936553889721	1.44041767144567e-06	0.0295310474880937	0.961872885773046
FBgn0026878	CG4325	X	2042730	2043818	-1	-3.65841413740839	0.00105613984934671	-6.3560557895395	7.77009816569106e-06	2.69764165213112	0.00202023228188332
FBgn0000667	Actn	X	2023822	2042311	-1	0.329201484428949	0.108899304957735	-0.970457208195	0.000568558635998166	1.29965869262395	0.00050528786020162
FBgn0003964	usp	X	2038798	2042311	-1	-1.29036967891733	7.93590964469683e-05	-1.84516960119387	9.13309080072116e-06	0.554799922276539	0.0420572586676494
FBgn0023545	PIG-K	X	2007911	2009364	-1	0.380888600415471	0.0432396150317622	0.513809575755325	0.0131277776121438	-0.132920975339854	0.565605781919254
FBgn0023520	CG3857	X	1937700	1940040	-1	0.407555994291245	0.0716452306277387	0.382983119068221	0.097273335514306	0.0245728752230243	0.958365863266525
FBgn0023512	eIF2Bepsilon	X	1920166	1922874	-1	-0.865985361823931	0.00521954167472656	-1.77049263397205	6.35013293275851e-05	0.904507272148124	0.015784295108856
FBgn0023511	Edem1	X	1903704	1908827	-1	-0.672012983679449	0.00462666233388375	-0.671365472902784	0.00532777312686742	-0.000647510776664549	1
FBgn0023518	trr	X	1881313	1889950	-1	-1.20215947619819	0.000227025265055703	-0.704948170682635	0.00740837752922118	-0.497211305515556	0.0850057526933331
FBgn0026088	CG14818	X	1879019	1879774	-1	0.663147054834403	0.00782017549274339	-0.0219665509811168	0.922532769150915	0.68511360581552	0.0205546841582311
FBgn0026089	CG14817	X	1876294	1877270	-1	0.116169721573566	0.591638083660414	-0.420569647078885	0.0684476569551899	0.536739368652451	0.0642351597806872
FBgn0023517	Pgam5	X	1872400	1873565	-1	0.26637712530395	0.292485668995982	-0.950555866502723	0.00285139897696166	1.21693299180667	0.0030328183559867
FBgn0023516	Pex5	X	1866832	1869061	-1	0.111250978545216	0.607307431704767	-0.174327874548655	0.428544661220171	0.285578853093871	0.30612981681723
FBgn0023515	CG14814	X	1862009	1865835	-1	0.231932951488619	0.45614796826766	-0.0589854946700721	0.859643920488531	0.290918446158691	0.472761662539813
FBgn0028969	deltaCOP	X	1859141	1861790	-1	-0.681669783470394	0.0163519903539727	-1.20560204428	0.000710656577898471	0.523932260809605	0.112809275141971
FBgn0026090	CG14812	X	1857889	1858971	-1	-0.979259416134209	0.000472977932981237	-0.716813277405851	0.00408079008858831	-0.262446138728359	0.303560583318298
FBgn0025624	CG4025	X	2076966	2078455	1	-1.35133105842199	7.19427722329988e-05	-0.903998156890563	0.00135578521510279	-0.44733290153143	0.101583119336151
FBgn0040395	Unc-76	X	2080610	2093948	1	-1.18629362226677	0.000676890295025588	-2.92368144209914	2.36277631219575e-06	1.73738781983238	0.00042216627824433
FBgn0000382	csw	X	2094234	2115701	1	0.0996743647881119	0.652927070762955	-1.83821732915185	1.61438153933398e-05	1.93789169393996	8.55741452596373e-05
FBgn0023507	D2hgdh	X	2141489	2144937	1	-3.27349191727988	3.4902546325527e-07	-1.22562911990639	0.000322042237718337	-2.04786279737349	6.08722450018477e-05
FBgn0004654	Pgd	X	2145136	2148566	1	-2.32224545849341	8.22089239523539e-06	-3.52187169333733	1.00757568244493e-06	1.19962623484392	0.00376771788749174
FBgn0023540	CG3630	X	2162196	2172281	1	0.358457096933383	0.13835613012655	-0.394171119683677	0.106231592856606	0.75262821661706	0.0239207586271507
FBgn0025839	ND-B14.5A	X	2172526	2173432	1	0.125274737126642	0.586406903262545	-1.08486749582878	0.000744065720016198	1.21014223295542	0.00192453374862997
FBgn0003116	pn	X	2181211	2182916	1	0.0683951196895966	0.811034710016658	-0.405427765900474	0.164337615027601	0.473822885590071	0.196872023928653
FBgn0040899	CG17776	X	2184725	2185258	1	0.928124004636491	0.00182946496809135	-0.0573810386443075	0.807236849696254	0.985505043280798	0.00512989989784651
FBgn0024984	CG3457	X	2187820	2188919	1	-2.60787094313993	0.00012298930138086	1.5282529503975	0.0623267500270916	-4.13612389353742	0.000397535275115086
FBgn0023549	Mct1	X	2189188	2205373	1	-2.01893326368194	0.00159428774680401	-3.45504059557587	5.51497281705342e-05	1.43610733189393	0.0287629294100735
FBgn0029606	CG14052	X	2223754	2224969	1	1.97080518097827	0.0772053266508656	-1.51275430011698	0.046990476297391	3.48355948109525	0.0122513441237178
FBgn0003048	pcx	X	2225296	2238045	1	-2.53865611752796	3.81910891230435e-06	-2.12316381437365	1.68636594944137e-05	-0.415492303154304	0.197205552388107
FBgn0000810	fs(1)K10	X	2242138	2246041	1	-1.0197135956292	0.00480752042887252	-1.69691000013891	0.000231093979060023	0.677196404509707	0.0832102984443908
FBgn0023527	CG3071	X	2262837	2264825	1	0.0196979914217631	0.946671024273028	-1.24505006599126	0.000953408294667455	1.26474805741302	0.00403426154068631
FBgn0040391	CG2854	X	2327128	2328941	1	-3.77590148048835	0.000506242085104693	-1.58136759424009	0.165786457650234	-2.19453388624826	0.0387718747545705
FBgn0003079	Raf	X	2295466	2343870	1	0.316890786161719	0.107639606256585	-0.251590822051484	0.193851771738667	0.568481608213204	0.0305906697775425
FBgn0003159	CG2841	X	2344949	2366356	-1	-2.73028765193778	1.14335786333127e-05	4.12064044254093	9.76620680566785e-05	-6.85092809447871	6.22692493481563e-06
FBgn0040389	mRpL14	X	2343997	2344649	-1	1.12529618114562	0.000280581675303295	0.185815571342292	0.365615861165371	0.93948060980333	0.00383116291464249
FBgn0044047	Ilp6	X	2331493	2334658	-1	-1.70442521293013	0.000235528179114248	1.39737819221625	0.00322074446735062	-3.10180340514638	8.2707495233877e-05
FBgn0040392	CG14050	X	2324748	2326217	-1	1.95427374667164	0.000478716111471737	2.47464714392918	0.000261895660984236	-0.520373397257546	0.401499534309937
FBgn0023526	CG2865	X	2278031	2293411	-1	2.71608232539151	0.00019234173421287	0.114223235376082	0.795939693140923	2.60185909001543	0.0010715532977401
FBgn0023529	CG2918	X	2271008	2275068	-1	-1.47061646389093	1.56791204736262e-05	-1.60729839399923	1.14755275495141e-05	0.136681930108296	0.570689326757053
FBgn0023528	CG2924	X	2264657	2270761	-1	-0.565171521718228	0.0517304796494104	-0.808719187725455	0.0118711508251545	0.243547666007226	0.498152105513469
FBgn0027296	temp	X	2260207	2262515	-1	-0.00757275441874754	0.980167469659202	-0.484879612694485	0.0891077807826612	0.477306858275737	0.174453129984474
FBgn0023524	CG3078	X	2254403	2259863	-1	6.75278994891331	2.22354650404337e-07	5.32181782787657	8.18967216944857e-07	1.43097212103674	0.0314052736120684
FBgn0023525	CG3191	X	2250145	2251993	-1	0.18913541565307	0.680728610385055	-0.307617580697331	0.519009493944242	0.4967529963504	0.417587200469195
FBgn0000377	crn	X	2247594	2249983	-1	0.895181667965536	0.00213431733556947	-0.135828839728885	0.544122220072396	1.03101050769442	0.0036761790608594
FBgn0001330	kz	X	2237858	2242035	-1	-0.198827778529418	0.304404012163308	-0.550318901638619	0.0145155176825947	0.351491123109201	0.162852546783185
FBgn0004397	Vinc	X	2214347	2222567	-1	-2.06340717217209	1.83244798305225e-05	-3.26557913720452	1.50935200318161e-06	1.20217196503244	0.0038115439352534
FBgn0023542	Nmd3	X	2182818	2184668	-1	-0.619408399221396	0.0151899899870622	-0.64562459526675	0.013988388455157	0.0262161960453532	0.956719460854683
FBgn0005670	Cyp4d1	X	2159145	2162180	-1	-5.65116259797032	1.20675407360964e-05	-2.15920178830281	0.0359463720075979	-3.49196080966751	0.00172548045931737
FBgn0004655	wapl	X	2149936	2158983	-1	-2.20535010891084	2.28316119730562e-06	-2.55129658490266	1.43016777327349e-06	0.345946475991818	0.184262846650276
FBgn0013432	bcn92	X	2148463	2149647	-1	-1.16594543861845	0.00039211719236835	-2.64444636833016	2.0672866622575e-06	1.4785009297117	0.000514131895280866
FBgn0004861	ph-p	X	2126210	2138371	-1	1.15203488615979	0.000542949420704428	0.619818235769977	0.0194099425329585	0.532216650389814	0.0812496573847607
FBgn0004860	ph-d	X	2115727	2123286	-1	0.121925116137721	0.672200955012421	-0.21280989380701	0.468181820624362	0.334735009944731	0.370654553036693
FBgn0040394	CG16903	X	2078343	2080405	-1	0.7676987238153	0.00471423682363817	-0.879513051378692	0.00193757146443277	1.64721177519399	0.000224857385125004
FBgn0040376	AANATL7	X	2580958	2583823	1	5.51162392504668	6.19168214826032e-07	4.60702612295812	2.2431731369126e-06	0.904597802088561	0.261284851594386
FBgn0040066	wds	X	2585980	2588217	1	0.0329654169307885	0.866623462875416	-0.833391091014347	0.00125517841075496	0.866356507945135	0.0042763487258669
FBgn0001404	egh	X	2588503	2599111	1	-0.200151621687542	0.510049377944156	-1.05247821957387	0.00494637326165627	0.852326597886327	0.0410757171590302
FBgn0040336	Seipin	X	2619799	2622140	1	-1.89755754061341	1.16393506049249e-05	-1.90437306993682	1.62150356160897e-05	0.00681552932341037	1
FBgn0040333	brv3	X	2622069	2624575	-1	-0.498598201762296	0.240620788433243	-2.59267127657282	9.25149402545174e-05	2.09407307481053	0.00211968886315338
FBgn0040334	Tsp3A	X	2617758	2619738	-1	-0.422232611307946	0.0448191765483774	-0.974975423934531	0.000570906518782014	0.552742812626585	0.0399383365750274
FBgn0029629	eIF3g1	X	2609247	2610336	-1	-0.420549442953823	0.0790588115769888	-0.42330070902966	0.0814937191281143	0.00275126607583676	1
FBgn0011566	Smyd3	X	2606680	2608876	-1	0.508142124090841	0.0172995792245916	0.366367833110809	0.0711260308260425	0.141774290980032	0.572762749206096
FBgn0011606	Klp3A	X	2599158	2604052	-1	-1.64614083592561	7.50285557515778e-05	-2.22075396869785	1.29496097039161e-05	0.574613132772245	0.0852314577625584
FBgn0040375	CG13760	X	2583745	2585699	-1	0.310862586860568	0.19419773760884	0.21397231860519	0.377262078573105	0.0968902682553779	0.781282941571483
FBgn0040377	Vha36-3	X	2579091	2580560	-1	-0.137994120735615	0.85980791016012	2.02995028757402	0.0941072853472495	-2.16794440830964	0.133357345897832
